issn_l,cr_year,jn_all
1053-8151,2019,31
1053-8151,2020,17
1053-8151,2021,22
1053-8151,2022,28
1053-8151,2023,37
1053-8259,2019,35
1053-8259,2020,43
1053-8259,2021,27
1053-8259,2022,34
1053-8259,2023,34
1053-8372,2019,81
1053-8372,2020,56
1053-8372,2021,59
1053-8372,2022,69
1053-8372,2023,100
1053-8569,2019,196
1053-8569,2020,212
1053-8569,2021,181
1053-8569,2022,154
1053-8569,2023,154
1053-8712,2019,57
1053-8712,2020,43
1053-8712,2021,60
1053-8712,2022,45
1053-8712,2023,66
1053-8720,2019,37
1053-8720,2020,26
1053-8720,2021,38
1053-8720,2022,29
1053-8720,2023,8
1053-8801,2019,77
1053-8801,2020,76
1053-8801,2021,72
1053-8801,2022,80
1053-8801,2023,40
1054-0725,2019,402
1054-0725,2020,439
1054-0725,2021,425
1054-0725,2022,431
1054-0725,2023,351
1054-1373,2019,19
1054-1373,2020,16
1054-1373,2021,42
1054-1373,2022,33
1054-1373,2023,39
1054-139X,2019,288
1054-139X,2020,313
1054-139X,2021,398
1054-139X,2022,288
1054-139X,2023,356
1054-1500,2019,484
1054-1500,2020,568
1054-1500,2021,543
1054-1500,2022,520
1054-1500,2023,581
1054-2043,2019,79
1054-2043,2020,84
1054-2043,2021,91
1054-2043,2022,78
1054-2043,2023,73
1054-2523,2019,204
1054-2523,2020,174
1054-2523,2021,155
1054-2523,2022,180
1054-2523,2023,173
1054-3406,2019,94
1054-3406,2020,71
1054-3406,2021,57
1054-3406,2022,84
1054-3406,2023,96
1054-5476,2019,79
1054-5476,2020,101
1054-5476,2021,108
1054-5476,2022,83
1054-5476,2023,76
1054-6006,2019,35
1054-6006,2020,58
1054-6006,2021,38
1054-6006,2022,51
1054-6006,2023,31
1054-660X,2019,280
1054-660X,2020,211
1054-660X,2021,179
1054-660X,2022,153
1054-660X,2023,163
1054-6618,2019,77
1054-6618,2020,85
1054-6618,2021,80
1054-6618,2022,88
1054-6618,2023,127
1054-7738,2019,46
1054-7738,2020,74
1054-7738,2021,156
1054-7738,2022,118
1054-7738,2023,68
1054-8408,2019,59
1054-8408,2020,49
1054-8408,2021,64
1054-8408,2022,36
1054-8408,2023,51
1054-8807,2019,75
1054-8807,2020,79
1054-8807,2021,75
1054-8807,2022,66
1054-8807,2023,66
1054-9811,2019,62
1054-9811,2020,90
1054-9811,2021,50
1054-9811,2022,44
1054-9811,2023,1
1055-0496,2019,117
1055-0496,2020,133
1055-0496,2021,87
1055-0496,2022,114
1055-0496,2023,116
1055-0887,2019,6
1055-0887,2020,90
1055-0887,2021,79
1055-0887,2022,74
1055-0887,2023,56
1055-0925,2019,37
1055-0925,2020,32
1055-0925,2021,29
1055-0925,2022,47
1055-0925,2023,43
1055-1344,2019,19
1055-1344,2020,20
1055-1344,2021,19
1055-1344,2022,23
1055-1344,2023,27
1055-1360,2019,47
1055-1360,2020,28
1055-1360,2021,56
1055-1360,2022,34
1055-1360,2023,23
1055-3037,2019,32
1055-3037,2020,46
1055-3037,2021,30
1055-3037,2022,33
1055-3037,2023,38
1055-3207,2019,75
1055-3207,2020,72
1055-3207,2021,74
1055-3207,2022,70
1055-3207,2023,75
1055-3290,2019,107
1055-3290,2020,117
1055-3290,2021,88
1055-3290,2022,67
1055-3290,2023,62
1055-3835,2019,11
1055-3835,2020,10
1055-3835,2021,11
1055-3835,2022,17
1055-3835,2023,11
1055-4181,2019,40
1055-4181,2020,27
1055-4181,2021,26
1055-4181,2022,23
1055-4181,2023,22
1055-5269,2019,48
1055-5269,2020,45
1055-5269,2021,18
1055-5269,2022,37
1055-5269,2023,51
1055-615X,2019,19
1055-615X,2020,18
1055-615X,2021,16
1055-615X,2022,17
1055-615X,2023,16
1055-6656,2019,156
1055-6656,2020,250
1055-6656,2021,278
1055-6656,2022,236
1055-6656,2023,215
1055-6796,2020,8
1055-6796,2021,19
1055-6796,2022,32
1055-6796,2023,6
1055-7148,2019,24
1055-7148,2020,57
1055-7148,2021,37
1055-7148,2022,17
1055-7148,2023,33
1055-7903,2019,333
1055-7903,2020,205
1055-7903,2021,240
1055-7903,2022,223
1055-7903,2023,216
1055-8586,2019,75
1055-8586,2020,82
1055-8586,2021,80
1055-8586,2022,71
1055-8586,2023,75
1056-263X,2019,68
1056-263X,2020,64
1056-263X,2021,48
1056-263X,2022,56
1056-263X,2023,55
1056-4926,2019,48
1056-4926,2020,30
1056-4926,2021,35
1056-4926,2022,18
1056-4926,2023,28
1056-4934,2019,20
1056-4934,2020,23
1056-4934,2021,18
1056-4934,2022,12
1056-4934,2023,16
1056-4942,2019,59
1056-4942,2020,50
1056-4942,2021,48
1056-4942,2022,49
1056-4942,2023,52
1056-4993,2019,72
1056-4993,2020,72
1056-4993,2021,76
1056-4993,2022,71
1056-4993,2023,70
1056-7879,2019,31
1056-7879,2020,18
1056-7879,2021,30
1056-7879,2022,67
1056-7879,2023,63
1056-7895,2019,67
1056-7895,2020,61
1056-7895,2021,68
1056-7895,2022,54
1056-7895,2023,45
1056-7941,2019,68
1056-7941,2020,64
1056-7941,2021,62
1056-7941,2022,60
1056-7941,2023,89
1056-8719,2019,272
1056-8719,2020,241
1056-8719,2021,141
1056-8719,2022,48
1056-8719,2023,49
1056-8727,2019,161
1056-8727,2020,181
1056-8727,2021,210
1056-8727,2022,166
1056-8727,2023,164
1056-9103,2019,130
1056-9103,2020,167
1056-9103,2021,121
1056-9103,2022,119
1056-9103,2023,119
1057-0314,2019,41
1057-0314,2020,33
1057-0314,2021,26
1057-0314,2022,81
1057-0314,2023,46
1057-0829,2019,343
1057-0829,2020,330
1057-0829,2021,198
1057-0829,2022,192
1057-0829,2023,188
1057-0837,2019,28
1057-0837,2020,23
1057-0837,2021,31
1057-0837,2022,29
1057-0837,2023,27
1057-2252,2019,51
1057-2252,2020,34
1057-2252,2021,32
1057-2252,2022,40
1057-2252,2023,32
1057-2317,2019,29
1057-2317,2020,48
1057-2317,2021,29
1057-2317,2022,35
1057-2317,2023,20
1057-2414,2019,50
1057-2414,2020,53
1057-2414,2021,55
1057-2414,2022,36
1057-2414,2023,58
1057-3569,2019,60
1057-3569,2020,31
1057-3569,2021,39
1057-3569,2022,27
1057-3569,2023,35
1057-3631,2019,95
1057-3631,2020,114
1057-3631,2021,75
1057-3631,2022,72
1057-3631,2023,72
1057-5219,2019,124
1057-5219,2020,165
1057-5219,2021,264
1057-5219,2022,374
1057-5219,2023,451
1057-5677,2019,46
1057-5677,2020,46
1057-5677,2021,34
1057-5677,2022,17
1057-5677,2023,34
1057-610X,2019,87
1057-610X,2020,89
1057-610X,2021,101
1057-610X,2022,83
1057-610X,2023,57
1057-7149,2019,517
1057-7149,2020,728
1057-7149,2021,710
1057-7149,2022,548
1057-7149,2023,482
1057-7157,2019,145
1057-7157,2020,231
1057-7157,2021,142
1057-7157,2022,132
1057-7157,2023,100
1057-7408,2019,59
1057-7408,2020,47
1057-7408,2021,73
1057-7408,2022,51
1057-7408,2023,58
1057-9214,2019,39
1057-9214,2020,17
1057-9214,2021,34
1057-9214,2022,16
1057-9214,2023,14
1057-9230,2019,104
1057-9230,2020,146
1057-9230,2021,176
1057-9230,2022,144
1057-9230,2023,136
1057-9249,2019,309
1057-9249,2020,281
1057-9249,2021,238
1057-9249,2022,191
1057-9249,2023,186
1058-0468,2019,276
1058-0468,2020,347
1058-0468,2021,340
1058-0468,2022,328
1058-0468,2023,306
1058-0476,2019,54
1058-0476,2020,67
1058-0476,2021,61
1058-0476,2022,76
1058-0476,2023,59
1058-0530,2019,39
1058-0530,2020,48
1058-0530,2021,29
1058-0530,2022,21
1058-0530,2023,23
1058-2746,2019,473
1058-2746,2020,487
1058-2746,2021,603
1058-2746,2022,513
1058-2746,2023,499
1058-2916,2019,234
1058-2916,2020,328
1058-2916,2021,287
1058-2916,2022,277
1058-2916,2023,249
1058-3300,2019,39
1058-3300,2020,22
1058-3300,2021,28
1058-3300,2022,19
1058-3300,2023,15
1058-3947,2019,33
1058-3947,2020,40
1058-3947,2021,23
1058-3947,2022,30
1058-3947,2023,23
1058-4609,2019,36
1058-4609,2020,67
1058-4609,2021,26
1058-4609,2022,32
1058-4609,2023,59
1058-4838,2019,1168
1058-4838,2020,1828
1058-4838,2021,1004
1058-4838,2022,881
1058-4838,2023,700
1058-6180,2019,88
1058-6180,2020,79
1058-6180,2021,98
1058-6180,2022,109
1058-6180,2023,100
1058-6407,2019,30
1058-6407,2020,43
1058-6407,2021,54
1058-6407,2022,39
1058-6407,2023,42
1058-6458,2019,97
1058-6458,2020,29
1058-6458,2021,60
1058-6458,2022,25
1058-6458,2023,20
1058-7187,2019,19
1058-7187,2020,30
1058-7187,2021,29
1058-7187,2022,21
1058-7187,2023,32
1058-8167,2019,43
1058-8167,2020,41
1058-8167,2021,30
1058-8167,2022,38
1058-8167,2023,27
1058-8183,2019,107
1058-8183,2020,107
1058-8183,2021,93
1058-8183,2022,138
1058-8183,2023,116
1058-8388,2019,115
1058-8388,2020,114
1058-8388,2021,141
1058-8388,2022,86
1058-8388,2023,93
1058-9759,2019,46
1058-9759,2020,36
1058-9759,2021,23
1058-9759,2022,65
1058-9759,2023,127
1058-9813,2019,61
1058-9813,2020,87
1058-9813,2021,92
1058-9813,2022,80
1058-9813,2023,57
1059-0145,2019,47
1059-0145,2020,75
1059-0145,2021,58
1059-0145,2022,54
1059-0145,2023,71
1059-0161,2019,14
1059-0161,2020,8
1059-0161,2021,19
1059-0161,2022,12
1059-0161,2023,12
1059-0501,2019,15
1059-0560,2019,171
1059-0560,2020,182
1059-0560,2021,279
1059-0560,2022,248
1059-0560,2023,338
1059-1311,2019,258
1059-1311,2020,320
1059-1311,2021,320
1059-1311,2022,232
1059-1311,2023,228
1059-1478,2019,161
1059-1478,2020,151
1059-1478,2021,290
1059-1478,2022,278
1059-1478,2023,239
1059-4329,2019,54
1059-4329,2020,50
1059-4329,2021,31
1059-4329,2022,55
1059-4329,2023,27
1059-5422,2019,39
1059-5422,2020,74
1059-5422,2021,53
1059-5422,2022,56
1059-5422,2023,53
1059-6011,2019,17
1059-6011,2020,26
1059-6011,2021,53
1059-6011,2022,73
1059-6011,2023,59
1059-7123,2019,86
1059-7123,2020,43
1059-7123,2021,43
1059-7123,2022,35
1059-7123,2023,39
1059-7700,2019,132
1059-7700,2020,158
1059-7700,2021,165
1059-7700,2022,114
1059-7700,2023,176
1059-7794,2019,239
1059-7794,2020,176
1059-7794,2021,148
1059-7794,2022,160
1059-7794,2023,34
1059-8405,2019,66
1059-8405,2020,64
1059-8405,2021,71
1059-8405,2022,64
1059-8405,2023,46
1059-8650,2019,47
1059-8650,2020,44
1059-8650,2021,53
1059-8650,2022,44
1059-8650,2023,51
1059-910X,2019,215
1059-910X,2020,249
1059-910X,2021,336
1059-910X,2022,231
1059-910X,2023,180
1059-9231,2019,25
1059-9231,2020,18
1059-9231,2021,20
1059-9231,2022,22
1059-9231,2023,22
1059-924X,2019,71
1059-924X,2020,100
1059-924X,2021,56
1059-924X,2022,62
1059-924X,2023,67
1059-941X,2019,108
1059-941X,2020,142
1059-941X,2021,126
1059-941X,2022,137
1059-941X,2023,162
1059-9495,2019,703
1059-9495,2020,821
1059-9495,2021,1108
1059-9495,2022,1296
1059-9495,2023,1297
1059-9630,2019,157
1059-9630,2020,151
1059-9630,2021,159
1059-9630,2022,227
1059-9630,2023,185
1059-986X,2019,18
1059-986X,2020,16
1059-986X,2021,16
1059-986X,2023,17
1060-0280,2019,179
1060-0280,2020,207
1060-0280,2021,173
1060-0280,2022,181
1060-0280,2023,152
1060-0396,2019,109
1060-0396,2020,109
1060-0396,2021,104
1060-0396,2022,108
1060-0396,2023,104
1060-1325,2019,163
1060-1325,2020,88
1060-1325,2021,67
1060-1325,2022,69
1060-1325,2023,80
1060-1503,2019,34
1060-1503,2020,40
1060-1503,2021,44
1060-1503,2022,36
1060-1503,2023,84
1060-152X,2019,140
1060-152X,2020,177
1060-152X,2021,97
1060-152X,2022,85
1060-152X,2023,122
1060-1538,2019,48
1060-1538,2020,47
1060-1538,2021,49
1060-1538,2022,41
1060-1538,2023,40
1060-1872,2019,42
1060-1872,2020,42
1060-1872,2021,39
1060-1872,2022,44
1060-1872,2023,46
1060-3271,2019,322
1060-3271,2020,281
1060-3271,2021,180
1060-3271,2022,158
1060-3271,2023,135
1060-3743,2019,64
1060-3743,2020,48
1060-3743,2021,51
1060-3743,2022,58
1060-3743,2023,90
1060-4367,2019,33
1060-4367,2020,19
1060-4367,2021,26
1060-4367,2022,29
1060-4367,2023,18
1060-586X,2019,26
1060-586X,2020,31
1060-586X,2021,28
1060-586X,2022,38
1060-586X,2023,22
1060-8125,2019,32
1060-8125,2020,29
1060-8125,2021,9
1060-8125,2022,15
1060-8125,2023,22
1060-8265,2019,13
1060-8265,2020,21
1060-8265,2021,21
1060-8265,2022,28
1060-8265,2023,24
1060-9164,2019,45
1060-9164,2020,53
1060-9164,2021,46
1060-9164,2022,55
1060-9164,2023,48
1060-992X,2019,36
1060-992X,2020,35
1060-992X,2021,33
1060-992X,2022,32
1060-992X,2023,30
1061-0421,2019,107
1061-0421,2020,94
1061-0421,2021,67
1061-0421,2022,71
1061-0421,2023,58
1061-1711,2019,54
1061-1711,2020,46
1061-1711,2021,76
1061-1711,2022,60
1061-1711,2023,35
1061-1924,2019,69
1061-1924,2020,64
1061-1924,2021,49
1061-1924,2022,56
1061-1924,2023,51
1061-1991,2019,58
1061-1991,2020,66
1061-1991,2022,44
1061-2971,2019,144
1061-2971,2020,179
1061-2971,2021,263
1061-2971,2022,218
1061-2971,2023,221
1061-3315,2019,34
1061-3315,2020,29
1061-3315,2021,31
1061-3315,2022,37
1061-3315,2023,31
1061-3773,2019,101
1061-3773,2020,169
1061-3773,2021,100
1061-3773,2022,107
1061-3773,2023,102
1061-3862,2019,52
1061-3862,2020,52
1061-3862,2021,49
1061-3862,2022,48
1061-3862,2023,39
1061-4036,2019,238
1061-4036,2020,195
1061-4036,2021,232
1061-4036,2022,281
1061-4036,2023,366
1061-4303,2019,250
1061-4303,2020,212
1061-4303,2021,162
1061-4303,2022,134
1061-4303,2023,122
1061-5377,2019,56
1061-5377,2020,105
1061-5377,2021,50
1061-5377,2022,83
1061-5377,2023,116
1061-5806,2019,56
1061-5806,2020,66
1061-5806,2021,74
1061-5806,2022,45
1061-5806,2023,51
1061-7264,2019,6
1061-7264,2020,3
1061-8309,2019,111
1061-8309,2020,108
1061-8309,2021,115
1061-8309,2022,108
1061-8309,2023,114
1061-8600,2019,92
1061-8600,2020,83
1061-8600,2021,92
1061-8600,2022,159
1061-8600,2023,114
1061-9127,2019,40
1061-9127,2020,31
1061-9127,2021,45
1061-9127,2022,51
1061-9127,2023,53
1061-9208,2019,50
1061-9208,2020,53
1061-9208,2021,53
1061-9208,2022,48
1061-9208,2023,55
1061-933X,2019,97
1061-933X,2020,90
1061-933X,2021,87
1061-933X,2022,74
1061-933X,2023,90
1061-9348,2019,166
1061-9348,2020,224
1061-9348,2021,186
1061-9348,2022,197
1061-9348,2023,205
1061-9518,2019,28
1061-9518,2020,35
1061-9518,2021,36
1061-9518,2022,40
1061-9518,2023,39
1062-0125,2019,183
1062-0125,2020,183
1062-0125,2021,182
1062-0125,2022,205
1062-0125,2023,205
1062-0303,2019,57
1062-0303,2020,46
1062-0303,2021,45
1062-0303,2022,46
1062-0303,2023,55
1062-1024,2019,392
1062-1024,2020,170
1062-1024,2021,314
1062-1024,2022,326
1062-1024,2023,241
1062-2551,2019,74
1062-2551,2020,66
1062-2551,2021,48
1062-2551,2022,39
1062-2551,2023,41
1062-3590,2019,187
1062-3590,2020,181
1062-3590,2021,230
1062-3590,2022,240
1062-3590,2023,346
1062-3604,2019,38
1062-3604,2020,40
1062-3604,2021,42
1062-3604,2022,45
1062-3604,2023,38
1062-4821,2019,91
1062-4821,2020,108
1062-4821,2021,96
1062-4821,2022,86
1062-4821,2023,90
1062-7197,2019,14
1062-7197,2020,26
1062-7197,2021,12
1062-7197,2022,24
1062-7197,2023,15
1062-726X,2019,11
1062-726X,2020,14
1062-726X,2021,31
1062-726X,2022,18
1062-726X,2023,33
1062-7391,2019,117
1062-7391,2020,119
1062-7391,2021,110
1062-7391,2022,111
1062-7391,2023,118
1062-7987,2019,54
1062-7987,2020,142
1062-7987,2021,32
1062-7987,2022,33
1062-7987,2023,46
1062-7995,2019,108
1062-7995,2020,129
1062-7995,2021,122
1062-7995,2022,117
1062-7995,2023,90
1062-8592,2019,45
1062-8592,2020,35
1062-8592,2021,30
1062-8592,2022,35
1062-8592,2023,16
1062-8606,2019,100
1062-8606,2020,42
1062-8606,2021,109
1062-8606,2022,97
1062-8606,2023,56
1062-8738,2019,368
1062-8738,2020,356
1062-8738,2021,326
1062-8738,2022,311
1062-8738,2023,379
1062-9408,2019,189
1062-9408,2020,268
1062-9408,2021,197
1062-9408,2022,191
1062-9408,2023,124
1062-9769,2019,96
1062-9769,2020,120
1062-9769,2021,169
1062-9769,2022,129
1062-9769,2023,144
1063-0732,2019,28
1063-0732,2020,45
1063-0732,2021,20
1063-0732,2022,47
1063-0732,2023,24
1063-0740,2019,65
1063-0740,2020,70
1063-0740,2021,72
1063-0740,2022,77
1063-0740,2023,77
1063-1119,2019,85
1063-1119,2020,61
1063-1119,2021,38
1063-1119,2022,56
1063-1119,2023,45
1063-2042,2019,16
1063-2042,2020,33
1063-2042,2021,13
1063-2042,2022,28
1063-2042,2023,27
1063-2913,2019,26
1063-2913,2020,38
1063-2913,2021,32
1063-2913,2022,30
1063-2913,2023,24
1063-2921,2019,26
1063-2921,2020,28
1063-2921,2021,42
1063-2921,2022,37
1063-2921,2023,31
1063-293X,2019,24
1063-293X,2020,25
1063-293X,2021,42
1063-293X,2022,39
1063-293X,2023,9
1063-3995,2019,60
1063-3995,2020,119
1063-3995,2021,154
1063-3995,2022,108
1063-3995,2023,124
1063-4258,2019,141
1063-4258,2020,123
1063-4258,2021,130
1063-4258,2022,129
1063-4258,2023,106
1063-4266,2019,14
1063-4266,2020,19
1063-4266,2021,16
1063-4266,2022,32
1063-4266,2023,19
1063-4541,2019,52
1063-4541,2020,57
1063-4541,2021,55
1063-4541,2022,61
1063-4541,2023,59
1063-455X,2019,61
1063-455X,2020,67
1063-455X,2021,69
1063-455X,2022,64
1063-455X,2023,63
1063-4576,2019,55
1063-4576,2020,52
1063-4576,2021,47
1063-4576,2022,51
1063-4576,2023,52
1063-4584,2019,211
1063-4584,2020,178
1063-4584,2021,190
1063-4584,2022,171
1063-4584,2023,246
1063-5157,2019,82
1063-5157,2020,94
1063-5157,2021,107
1063-5157,2022,79
1063-5157,2023,76
1063-5203,2019,67
1063-5203,2020,87
1063-5203,2021,88
1063-5203,2022,67
1063-5203,2023,75
1063-6536,2019,275
1063-6536,2020,273
1063-6536,2021,254
1063-6536,2022,246
1063-6536,2023,263
1063-6560,2019,26
1063-6560,2020,25
1063-6560,2021,19
1063-6560,2022,20
1063-6560,2023,17
1063-6692,2019,201
1063-6692,2020,252
1063-6692,2021,209
1063-6692,2022,223
1063-6692,2023,244
1063-6706,2019,275
1063-6706,2020,323
1063-6706,2021,376
1063-6706,2022,490
1063-6706,2023,405
1063-7095,2019,63
1063-7095,2020,63
1063-7095,2021,68
1063-7095,2022,67
1063-7095,2023,60
1063-7397,2019,76
1063-7397,2020,77
1063-7397,2021,80
1063-7397,2022,95
1063-7397,2023,101
1063-7710,2019,94
1063-7710,2020,79
1063-7710,2021,76
1063-7710,2022,72
1063-7710,2023,105
1063-7729,2019,94
1063-7729,2020,94
1063-7729,2021,128
1063-7729,2022,107
1063-7729,2023,127
1063-7737,2019,77
1063-7737,2020,78
1063-7737,2021,73
1063-7737,2022,70
1063-7737,2023,71
1063-7745,2019,201
1063-7745,2020,203
1063-7745,2021,181
1063-7745,2022,165
1063-7745,2023,167
1063-7761,2019,217
1063-7761,2020,207
1063-7761,2021,176
1063-7761,2022,190
1063-7761,2023,192
1063-777X,2019,180
1063-777X,2020,176
1063-777X,2021,142
1063-777X,2022,150
1063-777X,2023,195
1063-7788,2019,244
1063-7788,2020,231
1063-7788,2021,271
1063-7788,2022,285
1063-7788,2023,383
1063-7796,2019,49
1063-7796,2020,127
1063-7796,2021,88
1063-7796,2022,122
1063-7796,2023,126
1063-780X,2019,125
1063-780X,2020,127
1063-780X,2021,121
1063-780X,2022,156
1063-780X,2023,169
1063-7818,2019,214
1063-7818,2020,203
1063-7818,2021,186
1063-7818,2022,95
1063-7826,2019,396
1063-7826,2020,325
1063-7826,2021,168
1063-7826,2022,78
1063-7826,2023,100
1063-7834,2019,405
1063-7834,2020,366
1063-7834,2021,266
1063-7834,2022,91
1063-7834,2023,27
1063-7842,2019,308
1063-7842,2020,310
1063-7842,2021,180
1063-7842,2022,95
1063-7842,2023,105
1063-7850,2019,343
1063-7850,2020,328
1063-7850,2021,230
1063-7850,2022,78
1063-7850,2023,52
1063-7869,2019,124
1063-7869,2020,109
1063-7869,2021,172
1063-7869,2022,109
1063-7869,2023,84
1063-8210,2019,321
1063-8210,2020,292
1063-8210,2021,241
1063-8210,2022,218
1063-8210,2023,241
1063-8512,2019,51
1063-8512,2020,34
1063-8512,2021,32
1063-8512,2022,38
1063-8512,2023,23
1063-8539,2019,53
1063-8539,2020,43
1063-8539,2021,39
1063-8539,2022,37
1063-8539,2023,33
1063-8628,2019,52
1063-8628,2020,71
1063-8628,2021,58
1063-8628,2022,67
1063-8628,2023,50
1064-0266,2019,65
1064-0266,2020,43
1064-0266,2021,35
1064-0266,2022,29
1064-0266,2023,30
1064-119X,2019,154
1064-119X,2020,110
1064-119X,2021,125
1064-119X,2022,112
1064-119X,2023,117
1064-1246,2019,1251
1064-1246,2020,1380
1064-1246,2021,1817
1064-1246,2022,980
1064-1246,2023,1537
1064-1297,2019,86
1064-1297,2020,95
1064-1297,2021,108
1064-1297,2022,142
1064-1297,2023,148
1064-1734,2019,13
1064-1734,2020,22
1064-1734,2021,21
1064-1734,2022,18
1064-1734,2023,28
1064-2269,2019,209
1064-2269,2020,190
1064-2269,2021,182
1064-2269,2022,191
1064-2269,2023,203
1064-2293,2019,155
1064-2293,2020,170
1064-2293,2021,186
1064-2293,2022,166
1064-2293,2023,169
1064-2307,2019,87
1064-2307,2020,76
1064-2307,2021,83
1064-2307,2022,84
1064-2307,2023,78
1064-3389,2019,105
1064-3389,2020,118
1064-3389,2021,82
1064-3389,2022,69
1064-3389,2023,82
1064-5578,2019,12
1064-5578,2020,14
1064-5578,2021,15
1064-5578,2022,11
1064-5578,2023,10
1064-5616,2019,69
1064-5616,2020,69
1064-5616,2021,77
1064-5616,2022,72
1064-5616,2023,73
1064-5624,2019,148
1064-5624,2020,135
1064-5624,2021,93
1064-5624,2022,100
1064-5624,2023,85
1064-5632,2019,51
1064-5632,2020,47
1064-5632,2021,57
1064-5632,2022,53
1064-5632,2023,50
1064-6175,2019,31
1064-6175,2020,20
1064-6175,2021,44
1064-6175,2022,25
1064-6175,2023,38
1064-7406,2019,78
1064-7406,2020,73
1064-7406,2021,77
1064-7406,2022,77
1064-7406,2023,78
1064-7481,2019,244
1064-7481,2020,260
1064-7481,2021,238
1064-7481,2022,246
1064-7481,2023,235
1064-7554,2019,36
1064-7554,2020,39
1064-7554,2021,58
1064-7554,2022,53
1064-7554,2023,49
1064-7570,2019,23
1064-7570,2020,66
1064-7570,2021,60
1064-7570,2022,77
1064-7570,2023,78
1064-8011,2019,461
1064-8011,2020,743
1064-8011,2021,572
1064-8011,2022,211
1064-8011,2023,291
1064-8046,2019,36
1064-8046,2020,34
1064-8046,2021,42
1064-8046,2022,28
1064-8046,2023,16
1064-8887,2019,278
1064-8887,2020,317
1064-8887,2021,303
1064-8887,2022,289
1064-8887,2023,292
1064-9506,2019,22
1064-9506,2020,16
1064-9506,2021,47
1064-9506,2022,30
1064-9506,2023,35
1064-9689,2019,75
1064-9689,2020,74
1064-9689,2021,75
1064-9689,2022,74
1064-9689,2023,70
1064-9867,2019,27
1064-9867,2020,31
1064-9867,2021,15
1064-9867,2022,28
1064-9867,2023,22
1065-2469,2019,67
1065-2469,2020,72
1065-2469,2021,72
1065-2469,2022,59
1065-2469,2023,42
1065-3058,2019,22
1065-3058,2020,32
1065-3058,2021,23
1065-3058,2022,8
1065-3058,2023,20
1065-6219,2019,19
1065-6219,2020,19
1065-6219,2021,20
1065-6219,2022,16
1065-6219,2023,9
1065-6251,2019,75
1065-6251,2020,72
1065-6251,2021,64
1065-6251,2022,46
1065-6251,2023,42
1065-657X,2019,19
1065-657X,2020,16
1065-657X,2021,8
1065-657X,2022,6
1065-657X,2023,1
1065-6995,2019,210
1065-6995,2020,222
1065-6995,2021,208
1065-6995,2022,215
1065-6995,2023,122
1065-9129,2019,82
1065-9129,2020,90
1065-9129,2021,83
1065-9129,2022,116
1065-9129,2023,81
1065-9293,2019,26
1065-9293,2020,26
1065-9293,2021,22
1065-9293,2022,24
1065-9293,2023,30
1066-033X,2019,125
1066-033X,2020,68
1066-033X,2021,115
1066-033X,2022,159
1066-033X,2023,184
1066-2243,2019,102
1066-2243,2020,90
1066-2243,2021,108
1066-2243,2022,94
1066-2243,2023,115
1066-2316,2019,45
1066-2316,2020,74
1066-2316,2021,75
1066-2316,2022,57
1066-2316,2023,29
1066-3622,2019,107
1066-3622,2020,90
1066-3622,2021,102
1066-3622,2022,88
1066-3622,2023,89
1066-369X,2019,108
1066-369X,2020,105
1066-369X,2021,99
1066-369X,2022,105
1066-369X,2023,102
1066-4807,2019,58
1066-4807,2020,72
1066-4807,2021,94
1066-4807,2022,94
1066-4807,2023,75
1066-5099,2019,172
1066-5099,2020,147
1066-5099,2021,117
1066-5099,2022,117
1066-5099,2023,97
1066-5234,2019,67
1066-5234,2020,47
1066-5234,2021,43
1066-5234,2022,82
1066-5234,2023,50
